Day of created_at_local,Id (Hist Views),id (hist_projects),project_id,username,action_view,created_at_local,Name (Hist Views),Name (Hist Workbooks),Site,Action,Created At,Day of the week,Number of Records,tz_offset_days
2022년 3월 14일,3708,4,4,5947,Access View,2022-03-14 오후 4:35:28,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:35:28,Monday,1,0.375
2022년 3월 14일,3708,4,4,5947,Access View,2022-03-14 오후 4:36:36,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:36:36,Monday,1,0.375
2022년 3월 14일,3708,4,4,6363,Access View,2022-03-14 오후 5:08:26,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 8:08:26,Monday,1,0.375
2022년 3월 15일,3705,4,4,5947,Access View,2022-03-15 오후 4:31:57,재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 7:31:57,Tuesday,1,0.375
2022년 3월 15일,3706,4,4,5947,Access View,2022-03-15 오후 4:32:12,재해 추이,안전 현황,Default,Access View ,2022-03-15 오전 7:32:12,Tuesday,1,0.375
2022년 3월 15일,3707,4,4,5947,Access View,2022-03-15 오후 4:32:18,재해 유형,안전 현황,Default,Access View ,2022-03-15 오전 7:32:18,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 4:32:24,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 7:32:24,Tuesday,1,0.375
2022년 3월 15일,3706,4,4,5947,Access View,2022-03-15 오후 4:35:04,재해 추이,안전 현황,Default,Access View ,2022-03-15 오전 7:35:04,Tuesday,1,0.375
2022년 3월 15일,3706,4,4,5947,Access View,2022-03-15 오후 5:06:57,재해 추이,안전 현황,Default,Access View ,2022-03-15 오전 8:06:57,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 5:08:59,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:08:59,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 5:10:54,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:10:54,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 5:12:50,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:12:50,Tuesday,1,0.375
2022년 3월 15일,3727,4,4,6363,Access View,2022-03-15 오후 5:43:09,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:43:09,Tuesday,1,0.375
2022년 3월 16일,3727,4,4,5947,Access View,2022-03-16 오전 8:43:50,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오후 11:43:50,Wednesday,1,0.375
2022년 3월 16일,3726,4,4,5947,Access View,2022-03-16 오전 8:48:32,재해 유형,안전 현황,Default,Access View ,2022-03-15 오후 11:48:32,Wednesday,1,0.375
2022년 3월 16일,3725,4,4,5947,Access View,2022-03-16 오전 8:48:49,재해 추이,안전 현황,Default,Access View ,2022-03-15 오후 11:48:49,Wednesday,1,0.375
2022년 3월 16일,3724,4,4,5947,Access View,2022-03-16 오전 8:50:36,재해 현황,안전 현황,Default,Access View ,2022-03-15 오후 11:50:36,Wednesday,1,0.375
2022년 3월 17일,3727,4,4,5947,Access View,2022-03-17 오전 8:38:56,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-16 오후 11:38:56,Thursday,1,0.375
2022년 3월 18일,3728,4,4,6363,Access View,2022-03-18 오전 10:23:09,재해 현황,안전 현황,Default,Access View ,2022-03-18 오전 1:23:09,Friday,1,0.375
